Process,Category,Metric,Timestamp,TimestampRaw,Value
Global,CPU Core Load,CPU 0 Load,7427974,1764659926519029,451200000.0
Global,CPU Core Load,CPU 0 Load,7478797,1764659926569852,360960000.0
Global,CPU Core Load,CPU 0 Load,7529172,1764659926620227,595584000.0
Global,CPU Core Load,CPU 0 Load,7579754,1764659926670809,360960000.0
Global,CPU Core Load,CPU 0 Load,7630431,1764659926721486,451200000.0
Global,CPU Core Load,CPU 0 Load,7681026,1764659926772081,451200000.0
Global,CPU Core Load,CPU 0 Load,7731637,1764659926822692,297792000.0
Global,CPU Core Load,CPU 0 Load,7782597,1764659926873652,514368000.0
Global,CPU Core Load,CPU 0 Load,7833193,1764659926924248,451200000.0
Global,CPU Core Load,CPU 0 Load,7883782,1764659926974837,225600000.0
Global,CPU Core Load,CPU 0 Load,7934642,1764659927025697,541440000.0
Global,CPU Core Load,CPU 0 Load,7985192,1764659927076247,451200000.0
Global,CPU Core Load,CPU 0 Load,8035705,1764659927126760,225600000.0
Global,CPU Core Load,CPU 0 Load,8086492,1764659927177547,451200000.0
Global,CPU Core Load,CPU 0 Load,8137028,1764659927228083,451200000.0
Global,CPU Core Load,CPU 0 Load,8187629,1764659927278684,360960000.0
Global,CPU Core Load,CPU 0 Load,8238311,1764659927329366,541440000.0
Global,CPU Core Load,CPU 0 Load,8288923,1764659927379978,541440000.0
Global,CPU Core Load,CPU 0 Load,8339523,1764659927430578,360960000.0
Global,CPU Core Load,CPU 0 Load,8390162,1764659927481217,360960000.0
Global,CPU Core Load,CPU 0 Load,8440737,1764659927531792,887040000.0
Global,CPU Core Load,CPU 0 Load,8491377,1764659927582432,225600000.0
Global,CPU Core Load,CPU 0 Load,8542028,1764659927633083,514368000.0
Global,CPU Core Load,CPU 0 Load,8592424,1764659927683479,360960000.0
Global,CPU Core Load,CPU 0 Load,8642865,1764659927733920,451200000.0
Global,CPU Core Load,CPU 0 Load,8693654,1764659927784709,360960000.0
Global,CPU Core Load,CPU 0 Load,8744528,1764659927835583,541440000.0
Global,CPU Core Load,CPU 0 Load,8795136,1764659927886191,297792000.0
Global,CPU Core Load,CPU 0 Load,8845769,1764659927936824,360960000.0
Global,CPU Core Load,CPU 0 Load,8896329,1764659927987384,595584000.0
Global,CPU Core Load,CPU 0 Load,8946925,1764659928037980,225600000.0
Global,CPU Core Load,CPU 0 Load,8997511,1764659928088566,451200000.0
Global,CPU Core Load,CPU 0 Load,9048285,1764659928139340,360960000.0
Global,CPU Core Load,CPU 0 Load,9098872,1764659928189927,225600000.0
Global,CPU Core Load,CPU 0 Load,9149496,1764659928240551,541440000.0
Global,CPU Core Load,CPU 0 Load,9200042,1764659928291097,541440000.0
Global,CPU Core Load,CPU 0 Load,9250542,1764659928341597,360960000.0
Global,CPU Core Load,CPU 0 Load,9301080,1764659928392135,297792000.0
Global,CPU Core Load,CPU 0 Load,9351697,1764659928442752,541440000.0
Global,CPU Core Load,CPU 0 Load,9402474,1764659928493529,180480000.0
Global,CPU Core Load,CPU 0 Load,9453075,1764659928544130,0.0
Global,CPU Core Load,CPU 0 Load,9503725,1764659928594780,0.0
Global,CPU Core Load,CPU 0 Load,9554288,1764659928645343,0.0
Global,CPU Core Load,CPU 0 Load,9604945,1764659928696000,144384000.0
Global,CPU Core Load,CPU 0 Load,9655554,1764659928746609,0.0
Global,CPU Core Load,CPU 0 Load,9706158,1764659928797213,0.0
Global,CPU Core Load,CPU 0 Load,9756558,1764659928847613,0.0
Global,CPU Core Load,CPU 0 Load,9807072,1764659928898127,0.0
Global,CPU Core Load,CPU 0 Load,9857509,1764659928948564,0.0
Global,CPU Core Load,CPU 0 Load,9908177,1764659928999232,252672000.0
Global,CPU Core Load,CPU 0 Load,9958771,1764659929049826,0.0
Global,CPU Core Load,CPU 0 Load,10009239,1764659929100294,0.0
Global,CPU Core Load,CPU 0 Load,10059686,1764659929150741,0.0
Global,CPU Core Load,CPU 0 Load,10110148,1764659929201203,0.0
Global,CPU Core Load,CPU 0 Load,10160737,1764659929251792,0.0
Global,CPU Core Load,CPU 0 Load,10211303,1764659929302358,0.0
Global,CPU Core Load,CPU 0 Load,10262004,1764659929353059,144384000.0
Global,CPU Core Load,CPU 0 Load,10312635,1764659929403690,0.0
Global,CPU Core Load,CPU 0 Load,10363181,1764659929454236,0.0
Global,CPU Core Load,CPU 0 Load,10413599,1764659929504654,0.0
Global,CPU Core Load,CPU 0 Load,10464248,1764659929555303,336000000.0
Global,CPU Core Load,CPU 0 Load,10515619,1764659929606674,360960000.0
Global,CPU Core Load,CPU 0 Load,10566325,1764659929657380,0.0
Global,CPU Core Load,CPU 0 Load,10616959,1764659929708014,0.0
Global,CPU Core Load,CPU 0 Load,10667567,1764659929758622,0.0
Global,CPU Core Load,CPU 0 Load,10718126,1764659929809181,0.0
Global,CPU Core Load,CPU 0 Load,10768774,1764659929859829,144384000.0
Global,CPU Core Load,CPU 0 Load,10819467,1764659929910522,0.0
Global,CPU Core Load,CPU 0 Load,10870008,1764659929961063,0.0
Global,CPU Core Load,CPU 0 Load,10920501,1764659930011556,0.0
Global,CPU Core Load,CPU 0 Load,10971006,1764659930062061,180480000.0
